id,precipitation_nextday
1,0.8838871201302548
2,0.7990805363994098
3,0.9121155128531165
4,0.12660075508161264
5,0.9526868473672979
6,0.07572673949779447
7,0.013384173600527951
8,0.9607329805449473
9,0.310453053000815
10,0.025339551346344285
11,0.06034080344883568
12,0.009490877805480304
13,0.010856007128443416
14,0.013477685010944016
15,0.8741207058052751
16,0.05862038078227373
17,0.027409887544438835
18,0.6814457243066118
19,0.03266328133029029
20,0.8059418526620201
21,0.888655050983924
22,0.015256589678795607
23,0.010559098599647414
24,0.18652847775195905
25,0.02272537727003434
26,0.06415126833319473
27,0.7852886741455285
28,0.2787567957285079
29,0.8351685625673739
30,0.009447210705897269
31,0.032304775046078114
32,0.016046059951367514
33,0.012353314668886771
34,0.03317264050063432
35,0.023517376754518995
36,0.9579881540848153
37,0.032233859394100915
38,0.8906046254514738
39,0.041830302532551204
40,0.9616300844501267
41,0.8671204850323972
42,0.02952868743791966
43,0.9604669770210689
44,0.13118824688253453
45,0.9476670496734747
46,0.8945498949800912
47,0.06070304018974439
48,0.08036319848596589
49,0.9392576232166955
50,0.8138624471785911
51,0.010690058169325374
52,0.05889334420530914
53,0.0338662028462318
54,0.011378371069427805
55,0.05333410352321592
56,0.8619794921343321
57,0.018177966004756577
58,0.044503291996844496
59,0.021574487233493866
60,0.9138455965644008
61,0.02702966307294545
62,0.9705610910082618
63,0.023763653461980432
64,0.6227134820154623
65,0.03440914800348249
66,0.9483638832434009
67,0.6677162934582125
68,0.025395128586846907
69,0.06657658817673162
70,0.6744781382769277
71,0.18939111553233517
72,0.8971032923835515
73,0.771005404709775
74,0.7655592022342196
75,0.9697980445404754
76,0.18193054977419187
77,0.018558786579557104
78,0.02803276966229722
79,0.10409083159470307
80,0.9523240283337815
81,0.42386566480803733
82,0.02031461653303515
83,0.5278165342956233
84,0.3648007678370502
85,0.152267534815826
86,0.17271769405563273
87,0.5545598576896755
88,0.05924904269920496
89,0.4374821717346362
90,0.052589260873069005
91,0.9597022884417443
92,0.02980405516958603
93,0.0986592021698577
94,0.6865393098147529
95,0.023287858107794147
96,0.9702043673477982
97,0.1796406889182187
