id,precipitation_nextday
1,0.8495876063582694
2,0.7568415738284064
3,0.8748556519976757
4,0.2946763893741621
5,0.8928283667896839
6,0.19960411893768898
7,0.040243899684640934
8,0.9283117571237736
9,0.20268030030133644
10,0.04121872287845231
11,0.17028830278479648
12,0.0062802577360016225
13,0.017943368808056595
14,0.035440404699870934
15,0.8112778983959856
16,0.30513161896399754
17,0.08170077736577068
18,0.5253801333509676
19,0.06264512474779102
20,0.7247049058122236
21,0.8459024860138032
22,0.03850586041570426
23,0.026979312406733777
24,0.1769637852822014
25,0.051084828358087184
26,0.18163538593258152
27,0.8289074894034486
28,0.2965006444938496
29,0.7128468074185982
30,0.009431421288199498
31,0.07462867600364334
32,0.034306758311212916
33,0.017382617123760487
34,0.11493116170872239
35,0.061847151007980654
36,0.9469533261075571
37,0.0584037638326734
38,0.9085377278732497
39,0.06053359391298305
40,0.9660505980581822
41,0.728477332737669
42,0.029618255999791638
43,0.9696123637870965
44,0.17903936204545104
45,0.8403827514091691
46,0.7923686481566431
47,0.1271011344156868
48,0.17402481697938632
49,0.9758515154880568
50,0.8299447971295899
51,0.017339001955036036
52,0.2529452122091624
53,0.05365344722653759
54,0.020154232124987365
55,0.06464423625146196
56,0.7930796025100719
57,0.028060586729024815
58,0.1279880499009363
59,0.06017241699597391
60,0.8491814016357405
61,0.11030430731582898
62,0.9825655692812739
63,0.06505872475829012
64,0.5220801180735726
65,0.09242534489903828
66,0.9472789571240612
67,0.6450755991378581
68,0.12251797300833134
69,0.20408805003361633
70,0.5175456860114845
71,0.26468501704094427
72,0.863451983872852
73,0.800786953318108
74,0.7264099664198526
75,0.9755471099409653
76,0.19753613063294626
77,0.02320482898830005
78,0.050284906952011106
79,0.206000028563722
80,0.9398062709830833
81,0.5789126274011024
82,0.026729798301883354
83,0.7456335410423497
84,0.44347589359127365
85,0.1100494781149207
86,0.23754050079625724
87,0.34784421900448786
88,0.2369616391014236
89,0.2969852636384243
90,0.12174533453648999
91,0.9569498576499876
92,0.10398279670138477
93,0.17495737874754994
94,0.5153316833728473
95,0.041546318942870294
96,0.9841167169808918
97,0.4075809473423968
98,0.06795700412186903
99,0.6532459315602039
100,0.2855092581234525
101,0.9275985854358219
102,0.8774558159550627
103,0.9004245820354936
104,0.043101596149669956
105,0.8277428900009317
106,0.9752046299837683
107,0.5330878533537781
108,0.32399906274827694
109,0.9731670729662131
110,0.45255739340007134
111,0.21893939608824617
112,0.2913234889126077
