id,precipitation_nextday
1,0.9535423925667829
2,0.7020905923344948
3,0.8002322880371661
4,0.20092915214866433
5,0.8530778164924506
6,0.3048780487804878
7,0.09930313588850175
8,0.9518002322880371
9,0.3803716608594657
10,0.13995354239256677
11,0.3339140534262485
12,0.0156794425087108
13,0.008130081300813009
14,0.0272938443670151
15,0.7665505226480837
16,0.34146341463414637
17,0.05516840882694541
18,0.5116144018583043
19,0.04878048780487805
20,0.7212543554006968
21,0.7125435540069687
22,0.08130081300813008
23,0.0586527293844367
24,0.1957026713124274
25,0.06445993031358885
26,0.23867595818815332
27,0.6852497096399536
28,0.2067363530778165
29,0.5447154471544715
30,0.011614401858304297
31,0.07142857142857142
32,0.03948896631823461
33,0.026713124274099883
34,0.17421602787456447
35,0.04587688734030197
36,0.8333333333333334
37,0.0975609756097561
38,0.9274099883855982
39,0.0859465737514518
40,0.9709639953542393
41,0.8292682926829268
42,0.1091753774680604
43,0.8687572590011614
44,0.4372822299651568
45,0.6277584204413472
46,0.6027874564459931
47,0.19221835075493612
48,0.3426248548199768
49,0.9721254355400697
50,0.8443670150987224
51,0.015098722415795587
52,0.3089430894308943
53,0.07317073170731707
54,0.07781649245063879
55,0.04587688734030197
56,0.7084785133565621
57,0.10743321718931476
58,0.11033681765389082
59,0.21602787456445993
60,0.8681765389082462
61,0.2148664343786295
62,0.9483159117305459
63,0.09349593495934959
64,0.5801393728222997
65,0.12427409988385599
66,0.8635307781649245
67,0.578397212543554
68,0.13646922183507548
69,0.3803716608594657
70,0.7671312427409989
71,0.2868757259001161
72,0.8240418118466899
73,0.7421602787456446
74,0.7322880371660859
75,0.9552845528455285
76,0.13879210220673635
77,0.02264808362369338
78,0.12659698025551683
79,0.16492450638792103
80,0.8867595818815331
81,0.6759581881533101
82,0.0272938443670151
83,0.8408826945412311
84,0.4262485481997677
85,0.15331010452961671
86,0.2073170731707317
87,0.4152148664343786
88,0.3867595818815331
89,0.1718931475029036
90,0.18989547038327526
91,0.9512195121951219
92,0.16144018583042974
93,0.08710801393728224
94,0.259581881533101
95,0.04413472706155633
96,0.9547038327526133
97,0.5516840882694541
98,0.15389082462253195
99,0.45063879210220675
100,0.2259001161440186
101,0.9518002322880371
102,0.7607433217189314
103,0.8112659698025552
104,0.053426248548199766
105,0.5400696864111498
106,0.9198606271777003
107,0.5052264808362369
108,0.4425087108013937
109,0.9262485481997678
110,0.2862950058072009
111,0.3420441347270616
112,0.2770034843205575
113,0.9117305458768873
114,0.718931475029036
115,0.42044134727061555
116,0.052845528455284556
117,0.8606271777003485
118,0.04006968641114982
119,0.6689895470383276
120,0.9570267131242741
121,0.5464576074332171
122,0.835075493612079
123,0.27177700348432055
124,0.4372822299651568
125,0.1718931475029036
126,0.10627177700348432
127,0.15795586527293845
128,0.23344947735191637
129,0.16202090592334495
130,0.9651567944250871
131,0.08478513356562137
132,0.0859465737514518
133,0.3948896631823461
134,0.07084785133565621
135,0.22764227642276422
136,0.6544715447154471
137,0.11440185830429733
138,0.837979094076655
139,0.2845528455284553
140,0.7537746806039489
141,0.7369337979094077
142,0.24680603948896632
143,0.8670150987224158
144,0.775842044134727
145,0.8937282229965157
146,0.011614401858304297
147,0.05110336817653891
148,0.6782810685249709
149,0.21138211382113822
150,0.943089430894309
151,0.313588850174216
152,0.6626016260162602
153,0.6387921022067363
154,0.03077816492450639
155,0.9314750290360047
156,0.17247386759581881
157,0.5017421602787456
158,0.2502903600464576
159,0.02613240418118467
160,0.640534262485482
161,0.7340301974448316
162,0.0627177700348432
163,0.015098722415795587
164,0.7740998838559814
165,0.1759581881533101
166,0.756678281068525
167,0.8937282229965157
168,0.5795586527293844
169,0.8013937282229965
170,0.04529616724738676
171,0.08826945412311266
172,0.34727061556329847
173,0.02497096399535424
174,0.8896631823461092
175,0.9256678281068524
176,0.3821138211382114
177,0.3693379790940767
178,0.8199767711962834
179,0.11091753774680604
180,0.7665505226480837
181,0.12369337979094076
182,0.5232288037166086
183,0.28164924506387923
184,0.05807200929152149
185,0.8751451800232288
186,0.14518002322880372
187,0.8095238095238095
188,0.09814169570267131
189,0.11614401858304298
190,0.7996515679442509
191,0.3420441347270616
192,0.5331010452961672
193,0.09465737514518002
194,0.8159117305458768
195,0.5934959349593496
196,0.6254355400696864
197,0.036585365853658534
198,0.7311265969802555
199,0.09581881533101046
200,0.08652729384436701
201,0.351335656213705
202,0.15040650406504066
203,0.7677119628339141
204,0.9308943089430894
205,0.05110336817653891
206,0.759581881533101
207,0.06794425087108014
208,0.9001161440185831
209,0.7125435540069687
210,0.2032520325203252
211,0.33797909407665505
212,0.7874564459930313
213,0.20615563298490128
214,0.343205574912892
215,0.4843205574912892
216,0.028455284552845527
217,0.6480836236933798
218,0.7078977932636469
219,0.37514518002322883
220,0.7990708478513356
221,0.044715447154471545
222,0.3902439024390244
223,0.06329849012775841
224,0.036585365853658534
225,0.5052264808362369
226,0.6074332171893148
227,0.7195121951219512
228,0.8536585365853658
229,0.5563298490127758
230,0.16318234610917537
231,0.778164924506388
232,0.6149825783972126
233,0.7131242740998839
234,0.8629500580720093
235,0.6957026713124274
236,0.20150987224157957
237,0.07955865272938444
238,0.3159117305458769
239,0.3339140534262485
240,0.6550522648083623
241,0.9157955865272939
242,0.7491289198606271
243,0.6852497096399536
244,0.9006968641114983
245,0.006387921022067364
246,0.5696864111498258
247,0.7624854819976771
248,0.519163763066202
249,0.3205574912891986
250,0.8623693379790941
251,0.27584204413472707
252,0.027874564459930314
253,0.20034843205574912
254,0.11788617886178862
255,0.7508710801393729
256,0.12020905923344948
257,0.4274099883855981
258,0.45934959349593496
259,0.7955865272938444
260,0.012775842044134728
261,0.21080139372822299
262,0.937862950058072
263,0.42102206736353076
264,0.10046457607433217
265,0.13472706155632985
266,0.81068524970964
267,0.1016260162601626
268,0.22357723577235772
269,0.8931475029036005
270,0.6759581881533101
271,0.4686411149825784
272,0.2677119628339141
273,0.937862950058072
274,0.9390243902439024
275,0.5905923344947736
276,0.5975609756097561
277,0.09407665505226481
278,0.18234610917537747
279,0.49477351916376305
280,0.03716608594657375
281,0.09639953542392567
282,0.08420441347270616
283,0.17828106852497097
284,0.7653890824622532
285,0.2456445993031359
286,0.875725900116144
287,0.052845528455284556
288,0.41231126596980255
289,0.6376306620209059
290,0.3042973286875726
291,0.15389082462253195
292,0.2537746806039489
293,0.4535423925667828
294,0.05168408826945412
295,0.04878048780487805
296,0.02613240418118467
297,0.9204413472706156
298,0.05226480836236934
299,0.8577235772357723
300,0.044715447154471545
301,0.227061556329849
302,0.7764227642276422
303,0.038908246225319396
304,0.0156794425087108
305,0.289198606271777
306,0.43031358885017423
307,0.09349593495934959
308,0.7619047619047619
309,0.6585365853658537
310,0.359465737514518
311,0.09349593495934959
312,0.0313588850174216
313,0.029616724738675958
314,0.08826945412311266
315,0.9332171893147503
316,0.4250871080139373
317,0.6260162601626016
318,0.6114982578397212
319,0.17247386759581881
320,0.8077816492450639
321,0.038908246225319396
322,0.25493612078977934
323,0.7775842044134728
324,0.908246225319396
325,0.09814169570267131
326,0.5180023228803716
327,0.9901277584204413
328,0.059233449477351915
329,0.3832752613240418
330,0.7979094076655052
331,0.8414634146341463
332,0.27932636469221833
333,0.11440185830429733
334,0.10859465737514518
335,0.6782810685249709
336,0.24274099883855982
337,0.33681765389082463
338,0.8943089430894309
339,0.17015098722415795
340,0.6469221835075494
341,0.6440185830429733
342,0.047038327526132406
343,0.11788617886178862
344,0.9239256678281068
345,0.6022067363530779
346,0.4930313588850174
347,0.45876887340301975
348,0.9012775842044135
349,0.524390243902439
350,0.05226480836236934
351,0.7229965156794426
352,0.7537746806039489
353,0.6643437862950058
354,0.41986062717770034
355,0.7572590011614402
356,0.6887340301974448
357,0.44076655052264807
358,0.8385598141695703
359,0.036585365853658534
360,0.8565621370499419
361,0.9732868757259001
362,0.32984901277584205
363,0.756678281068525
364,0.21022067363530778
365,0.6777003484320557
366,0.5452961672473867
367,0.2067363530778165
368,0.46806039488966317
369,0.09407665505226481
370,0.8176538908246226
371,0.5888501742160279
372,0.7787456445993032
373,0.05807200929152149
374,0.23983739837398374
375,0.24448315911730545
376,0.11498257839721254
377,0.8652729384436701
378,0.4547038327526132
379,0.06504065040650407
380,0.3821138211382114
381,0.047619047619047616
382,0.10511033681765389
383,0.8420441347270615
384,0.5383275261324042
385,0.335075493612079
386,0.562137049941928
387,0.28164924506387923
388,0.5127758420441347
389,0.7113821138211383
390,0.6823461091753774
391,0.9570267131242741
392,0.6869918699186992
393,0.6968641114982579
394,0.7799070847851336
395,0.27409988385598144
396,0.2305458768873403
397,0.13066202090592335
398,0.2851335656213705
399,0.5580720092915215
400,0.6393728222996515
401,0.9204413472706156
402,0.19396051103368175
403,0.03484320557491289
404,0.41114982578397213
405,0.10569105691056911
406,0.4831591173054588
407,0.6347270615563299
408,0.21777003484320556
409,0.9285714285714286
410,0.556910569105691
411,0.7619047619047619
412,0.8600464576074333
413,0.4518002322880372
414,0.8130081300813008
415,0.7259001161440186
416,0.13704994192799072
417,0.0859465737514518
418,0.6376306620209059
419,0.24796747967479674
420,0.04413472706155633
421,0.9123112659698026
422,0.42334494773519166
423,0.023228803716608595
424,0.062137049941927994
425,0.516260162601626
426,0.5789779326364692
427,0.11498257839721254
